Colombia/ANT-UdeA-200325-01/2020	EPI_ISL_536399	True
Colombia/BOL-INS-84730/2020	EPI_ISL_497738	True
Colombia/BOY-GUR-0210/2020	EPI_ISL_447741	True
Colombia/HUI-GUV-92061/2020	EPI_ISL_447759	True
Colombia/VAC-INS-82320/2020	EPI_ISL_456151	True
CostaRica/INC-0025/2020	EPI_ISL_491437	True
Crimea/SRC-80603/2020	EPI_ISL_428901	True
Croatia/52085_ID1647_2/2020	EPI_ISL_985400	True
Croatia/52087_ID1647_4/2020	EPI_ISL_985405	True
Croatia/52089_ID1647_6/2020	EPI_ISL_985407	True
Croatia/52091_ID1647_8/2020	EPI_ISL_985433	True
Cuba/USAFSAM-S030/2020	EPI_ISL_513312	True
Cyprus/001/2020	EPI_ISL_463741	True
CzechRepublic/FNHK-00401/2020	EPI_ISL_895786	True
CzechRepublic/FNHK-010/2020	EPI_ISL_895738	True
CzechRepublic/FNHK-022/2020	EPI_ISL_895779	True
CzechRepublic/FNHK-030/2020	EPI_ISL_895776	True
CzechRepublic/FNHK-04701/2020	EPI_ISL_895800	True
CzechRepublic/FNHK-06401/2020	EPI_ISL_895784	True
CzechRepublic/FNHK-06801/2020	EPI_ISL_895810	True
CzechRepublic/FNHK-09701/2020	EPI_ISL_895830	True
CzechRepublic/FNHK-103/2020	EPI_ISL_895736	True
CzechRepublic/FNHK-116/2020	EPI_ISL_895794	True
CzechRepublic/IAB20_006_207/2020	EPI_ISL_889308	True
CzechRepublic/IAB20_006_29/2020	EPI_ISL_889313	True
CzechRepublic/IAB20_006_31/2020	EPI_ISL_889315	True
CzechRepublic/IAB20_006_38/2020	EPI_ISL_889321	True
CzechRepublic/IAB20_006_42/2020	EPI_ISL_889322	True
CzechRepublic/IAB20_016_056/2020	EPI_ISL_889375	True
CzechRepublic/IAB_1/2020	EPI_ISL_426883	True
CzechRepublic/Seq3/2020	EPI_ISL_426356	True
Denmark/ALAB-HH57/2020	EPI_ISL_429305	True
Denmark/ALAB-SSI-1272/2020	EPI_ISL_444841	True
Denmark/ALAB-SSI-246/2020	EPI_ISL_437661	True
